Country_Name,Year,Index,Arrivals,Receipts,Expenditures,Population,Balance,Arrivals_zscore,Receipts_zscore,Expenditures_zscore,Population_zscore,Balance_zscore
Jamaica,2020,Jamaica-2020,1329699.95,0,291000000,2830739,-291000000,-0.3423,-0.3501,-0.3456,-0.2895,-0.1881
Japan,2015,Japan-2015,19737000,27285000000,23252000000,127141000,4033000000,0.4117,0.9972,1.1037,0.7502,0.3155
Japan,2016,Japan-2016,24039000,33456000000,25968000000,127076000,7488000000,0.5879,1.3019,1.2752,0.7497,0.7179
Japan,2017,Japan-2017,28691000,36978000000,25774000000,126972000,11204000000,0.7785,1.4758,1.2629,0.7488,1.1508
Japan,2018,Japan-2018,31191000,45276000000,28097000000,126811000,17179000000,0.8809,1.8856,1.4095,0.7475,1.8467
Japan,2019,Japan-2019,31881000,49209000000,29146000000,126633000,20063000000,0.9091,2.0798,1.4758,0.746,2.1827
Japan,2020,Japan-2020,4115799.8,11395000000,6741000000,126261000,4654000000,-0.2281,0.2125,0.0615,0.7429,0.3878
Jordan,2015,Jordan-2015,4809000,4968000000,1267000000,9544729,3701000000,-0.1997,-0.1048,-0.284,-0.2333,0.2768
Jordan,2016,Jordan-2016,4236000,4943000000,1367000000,10006367,3576000000,-0.2232,-0.106,-0.2777,-0.2295,0.2623
Jordan,2017,Jordan-2017,4565000,5549000000,1496000000,10234226,4053000000,-0.2097,-0.0761,-0.2696,-0.2276,0.3178
Jordan,2018,Jordan-2018,4922000,6221000000,1493000000,10462306,4728000000,-0.1951,-0.0429,-0.2697,-0.2257,0.3965
Jordan,2019,Jordan-2019,5361000,6765000000,1569000000,10671891,5196000000,-0.1771,-0.0161,-0.2649,-0.2239,0.451
Jordan,2020,Jordan-2020,1240000,1745000000,408000000,10865228,1337000000,-0.3459,-0.264,-0.3382,-0.2223,0.0015
Kazakhstan,2015,Kazakhstan-2015,6430000,1833000000,3046000000,18084169,-1213000000,-0.1334,-0.2596,-0.1717,-0.1619,-0.2955
Kazakhstan,2016,Kazakhstan-2016,6509000,2038000000,2580000000,18363600,-542000000,-0.1301,-0.2495,-0.2011,-0.1596,-0.2174
Kazakhstan,2017,Kazakhstan-2017,7701000,2356000000,2695000000,18651931,-339000000,-0.0813,-0.2338,-0.1939,-0.1572,-0.1937
Kazakhstan,2018,Kazakhstan-2018,8789000,2651000000,2852000000,18932727,-201000000,-0.0367,-0.2192,-0.184,-0.1548,-0.1777
Kazakhstan,2019,Kazakhstan-2019,8515000,2922000000,2955000000,19209555,-33000000,-0.0479,-0.2058,-0.1775,-0.1525,-0.1581
Kazakhstan,2020,Kazakhstan-2020,2035000,589000000,861000000,19482117,-272000000,-0.3134,-0.321,-0.3096,-0.1502,-0.1859
Kenya,2015,Kenya-2015,1181000,1596000000,0,47088526,1596000000,-0.3484,-0.2713,-0.364,0.0807,0.0317
Kenya,2016,Kenya-2016,1340000,1472000000,0,48139687,1472000000,-0.3418,-0.2774,-0.364,0.0895,0.0172
Kenya,2017,Kenya-2017,1449000,1564000000,0,49197766,1564000000,-0.3374,-0.2729,-0.364,0.0983,0.0279
Kenya,2018,Kenya-2018,2025000,1784000000,0,50207107,1784000000,-0.3138,-0.262,-0.364,0.1068,0.0536
Kenya,2019,Kenya-2019,2049000,1762000000,0,51202827,1762000000,-0.3128,-0.2631,-0.364,0.1151,0.051
"Korea, Rep.",2015,"Korea, Rep.-2015",13232000,18711000000,27957000000,51014947,-9246000000,0.1453,0.5738,1.4007,0.1135,-1.2312
"Korea, Rep.",2016,"Korea, Rep.-2016",17242000,20924000000,29817000000,51217803,-8893000000,0.3095,0.6831,1.5181,0.1152,-1.1901
"Korea, Rep.",2017,"Korea, Rep.-2017",13336000,17173000000,34453000000,51361911,-17280000000,0.1495,0.4979,1.8107,0.1164,-2.167
"Korea, Rep.",2018,"Korea, Rep.-2018",15347000,23104000000,38022000000,51585058,-14918000000,0.2319,0.7907,2.036,0.1183,-1.8919
"Korea, Rep.",2019,"Korea, Rep.-2019",17503000,25456000000,35339000000,51764822,-9883000000,0.3202,0.9069,1.8667,0.1198,-1.3054
"Korea, Rep.",2020,"Korea, Rep.-2020",2519000,11776000000,16705000000,51836239,-4929000000,-0.2935,0.2314,0.6905,0.1204,-0.7284
Kuwait,2015,Kuwait-2015,6941000,931000000,13148000000,3834574,-12217000000,-0.1124,-0.3042,0.4659,-0.2811,-1.5773
Kuwait,2016,Kuwait-2016,7055000,831000000,13232000000,4004096,-12401000000,-0.1077,-0.3091,0.4712,-0.2797,-1.5987
Kuwait,2017,Kuwait-2017,7407000,643000000,13722000000,4154812,-13079000000,-0.0933,-0.3184,0.5022,-0.2784,-1.6777
Kuwait,2018,Kuwait-2018,8508000,919000000,14318000000,4323515,-13399000000,-0.0482,-0.3048,0.5398,-0.277,-1.7149
Kuwait,2019,Kuwait-2019,8565000,1198000000,15839000000,4442316,-14641000000,-0.0459,-0.291,0.6358,-0.276,-1.8596
Kuwait,2020,Kuwait-2020,2161000,524000000,6696000000,4400267,-6172000000,-0.3082,-0.3243,0.0587,-0.2764,-0.8731
Kyrgyz Republic,2015,Kyrgyz Republic-2015,4000000,482000000,535000000,6040035.5,-53000000,-0.2329,-0.3263,-0.3302,-0.2626,-0.1604
Kyrgyz Republic,2016,Kyrgyz Republic-2016,3853000,477000000,582000000,6175337.5,-105000000,-0.2389,-0.3266,-0.3272,-0.2615,-0.1665
Kyrgyz Republic,2017,Kyrgyz Republic-2017,4568000,480000000,422000000,6306695.5,58000000,-0.2096,-0.3264,-0.3373,-0.2604,-0.1475
Kyrgyz Republic,2018,Kyrgyz Republic-2018,6947000,518000000,451000000,6444078.5,67000000,-0.1122,-0.3246,-0.3355,-0.2593,-0.1464
Kyrgyz Republic,2019,Kyrgyz Republic-2019,8508000,708000000,519000000,6590211,189000000,-0.0482,-0.3152,-0.3312,-0.258,-0.1322
Kyrgyz Republic,2020,Kyrgyz Republic-2020,5575200,195000000,185000000,6726595.5,10000000,-0.1684,-0.3405,-0.3523,-0.2569,-0.1531
Lao Pdr,2015,Lao Pdr-2015,4684000,725000000,1002000000,6801645,-277000000,-0.2049,-0.3143,-0.3007,-0.2563,-0.1865
Lao Pdr,2016,Lao Pdr-2016,4239000,717000000,912099975.59,6908802,-195099975.59,-0.2231,-0.3147,-0.3064,-0.2554,-0.177
Lao Pdr,2017,Lao Pdr-2017,3869000,655000000,930000000,7018147,-275000000,-0.2383,-0.3178,-0.3053,-0.2545,-0.1863
Lao Pdr,2018,Lao Pdr-2018,4186000,833000000,1005000000,7128045,-172000000,-0.2253,-0.309,-0.3005,-0.2535,-0.1743
Lao Pdr,2019,Lao Pdr-2019,4791000,974000000,1029000000,7237636,-55000000,-0.2005,-0.302,-0.299,-0.2526,-0.1606
Lao Pdr,2020,Lao Pdr-2020,886400.02,227000000,260000000,7346533,-33000000,-0.3604,-0.3389,-0.3476,-0.2517,-0.1581
Lebanon,2015,Lebanon-2015,1518000,7087000000,5187000000,6472469,1900000000,-0.3346,-0.0002,-0.0366,-0.259,0.0671
Lebanon,2016,Lebanon-2016,1688000,7373000000,5252000000,6323060,2121000000,-0.3276,0.0139,-0.0325,-0.2603,0.0928
Lebanon,2017,Lebanon-2017,1857000,8086000000,5704000000,6160128,2382000000,-0.3207,0.0492,-0.0039,-0.2616,0.1232
Lebanon,2018,Lebanon-2018,1964000,8694000000,6395000000,5984119,2299000000,-0.3163,0.0792,0.0397,-0.2631,0.1135
Lebanon,2019,Lebanon-2019,1936000,8717000000,6495000000,5794594,2222000000,-0.3174,0.0803,0.046,-0.2647,0.1046
Lebanon,2020,Lebanon-2020,1792600,2369000000,1699000000,5702398,670000000,-0.3233,-0.2332,-0.2567,-0.2655,-0.0762
Lesotho,2015,Lesotho-2015,1082000,0,180000000,2104611,-180000000,-0.3524,-0.3501,-0.3526,-0.2956,-0.1752
Lesotho,2016,Lesotho-2016,1196000,0,262000000,2130422,-262000000,-0.3477,-0.3501,-0.3474,-0.2953,-0.1848
Lesotho,2017,Lesotho-2017,1137000,0,307000000,2157110,-307000000,-0.3502,-0.3501,-0.3446,-0.2951,-0.19
Lesotho,2018,Lesotho-2018,1173000,0,347000000,2183603,-347000000,-0.3487,-0.3501,-0.3421,-0.2949,-0.1947
Lesotho,2019,Lesotho-2019,1142000,0,323000000,2209405,-323000000,-0.35,-0.3501,-0.3436,-0.2947,-0.1919
Luxembourg,2015,Luxembourg-2015,1090000,6182000000,2333000000,569604,3849000000,-0.3521,-0.0449,-0.2167,-0.3084,0.2941
Luxembourg,2016,Luxembourg-2016,1054000,5606000000,2048000000,582014,3558000000,-0.3536,-0.0733,-0.2347,-0.3083,0.2602
Luxembourg,2017,Luxembourg-2017,1046000,5472000000,2607000000,596336,2865000000,-0.3539,-0.0799,-0.1994,-0.3082,0.1795
Luxembourg,2018,Luxembourg-2018,1018000,5642000000,2872000000,607950,2770000000,-0.355,-0.0715,-0.1827,-0.3081,0.1684
Luxembourg,2019,Luxembourg-2019,1041000,5645000000,3288000000,620001,2357000000,-0.3541,-0.0714,-0.1564,-0.308,0.1203
Luxembourg,2020,Luxembourg-2020,525000,4454000000,2458000000,630419,1996000000,-0.3752,-0.1302,-0.2088,-0.3079,0.0782
Madagascar,2015,Madagascar-2015,282000,696000000,240000000,25426702,456000000,-0.3852,-0.3158,-0.3488,-0.1005,-0.1011
Madagascar,2016,Madagascar-2016,333000,912000000,300000000,26099952,612000000,-0.3831,-0.3051,-0.345,-0.0949,-0.083
Madagascar,2017,Madagascar-2017,285000,849000000,319000000,26788375,530000000,-0.3851,-0.3082,-0.3438,-0.0891,-0.0925
Madagascar,2018,Madagascar-2018,360000,879000000,309000000,27494926,570000000,-0.382,-0.3067,-0.3445,-0.0832,-0.0878
Madagascar,2019,Madagascar-2019,486000,951000000,319000000,28219554,632000000,-0.3768,-0.3032,-0.3438,-0.0771,-0.0806
Madagascar,2020,Madagascar-2020,87100,202000000,97000000,28953556,105000000,-0.3932,-0.3402,-0.3579,-0.071,-0.142
Malawi,2015,Malawi-2015,805000,39000000,121000000,17085587,-82000000,-0.3638,-0.3482,-0.3563,-0.1703,-0.1638
Malawi,2016,Malawi-2016,849000,30000000,100000000,17557739,-70000000,-0.362,-0.3487,-0.3577,-0.1663,-0.1624
Malawi,2017,Malawi-2017,837000,35000000,120000000,18039715,-85000000,-0.3624,-0.3484,-0.3564,-0.1623,-0.1641
Malawi,2018,Malawi-2018,871000,55000000,174000000,18528081,-119000000,-0.3611,-0.3474,-0.353,-0.1582,-0.1681
Malawi,2019,Malawi-2019,840500,62000000,195000000,19025752,-133000000,-0.3623,-0.3471,-0.3517,-0.154,-0.1697
Malawi,2020,Malawi-2020,840500,35000000,119000000,19533888,-84000000,-0.3623,-0.3484,-0.3565,-0.1498,-0.164
Malaysia,2015,Malaysia-2015,25721000,19194000000,11599000000,31232798,7595000000,0.6568,0.5977,0.3682,-0.0519,0.7304
Malaysia,2016,Malaysia-2016,26757000,19682000000,11339000000,31789685,8343000000,0.6993,0.6218,0.3518,-0.0473,0.8175
Malaysia,2017,Malaysia-2017,25948000,20311000000,12145000000,32355644,8166000000,0.6661,0.6528,0.4026,-0.0425,0.7969
Malaysia,2018,Malaysia-2018,25832000,21775000000,13207000000,32910967,8568000000,0.6614,0.7251,0.4697,-0.0379,0.8437
Malaysia,2019,Malaysia-2019,26101000,22200000000,13694000000,33440596,8506000000,0.6724,0.7461,0.5004,-0.0335,0.8365
Malaysia,2020,Malaysia-2020,4333000,3386000000,5206000000,33889558,-1820000000,-0.2192,-0.1829,-0.0354,-0.0297,-0.3662
Maldives,2015,Maldives-2015,1234000,2691000000,309000000,428154,2382000000,-0.3462,-0.2173,-0.3445,-0.3096,0.1232
Maldives,2016,Maldives-2016,1286000,2640000000,347000000,443308,2293000000,-0.3441,-0.2198,-0.3421,-0.3094,0.1128
Maldives,2017,Maldives-2017,1390000,2771000000,369000000,458287,2402000000,-0.3398,-0.2133,-0.3407,-0.3093,0.1255
Maldives,2018,Maldives-2018,1484000,3054000000,414000000,473099,2640000000,-0.3359,-0.1993,-0.3379,-0.3092,0.1533
Maldives,2019,Maldives-2019,1703000,3171000000,431000000,487731,2740000000,-0.327,-0.1935,-0.3368,-0.3091,0.1649
Maldives,2020,Maldives-2020,555000,1409000000,106000000,502118,1303000000,-0.374,-0.2806,-0.3573,-0.309,-0.0025
Mali,2015,Mali-2015,159000,186000000,207000000,18593022,-21000000,-0.3902,-0.3409,-0.3509,-0.1576,-0.1567
Mali,2016,Mali-2016,173000,201600006.1,213000000,19191289,-11399993.9,-0.3896,-0.3402,-0.3505,-0.1526,-0.1556
Mali,2017,Mali-2017,193000,206399993.9,220000000,19813011,-13600006.1,-0.3888,-0.3399,-0.3501,-0.1474,-0.1558
Mali,2018,Mali-2018,203000,231000000,255000000,20442030,-24000000,-0.3884,-0.3387,-0.3479,-0.1422,-0.157
Marshall Islands,2015,Marshall Islands-2015,6300,1500000,26200000.76,48800,-24700000.76,-0.3965,-0.3501,-0.3623,-0.3127,-0.1571
Marshall Islands,2016,Marshall Islands-2016,5400,30399999.62,27000000,47709,3399999.62,-0.3965,-0.3486,-0.3623,-0.3128,-0.1538
Marshall Islands,2017,Marshall Islands-2017,6000,18100000.38,27600000.38,46529,-9500000,-0.3965,-0.3492,-0.3622,-0.3128,-0.1553
Marshall Islands,2018,Marshall Islands-2018,6800,20100000.38,31399999.62,45285,-11299999.24,-0.3965,-0.3491,-0.362,-0.3128,-0.1556
Mauritania,2015,Mauritania-2015,0,31000000,73000000,3965959,-42000000,-0.3967,-0.3486,-0.3594,-0.28,-0.1591
Mauritania,2016,Mauritania-2016,0,33000000,74000000,4086657,-41000000,-0.3967,-0.3485,-0.3593,-0.279,-0.159
Mauritania,2017,Mauritania-2017,0,24000000,61000000,4210600,-37000000,-0.3967,-0.3489,-0.3601,-0.2779,-0.1586
Mauritania,2018,Mauritania-2018,0,6000000,38000000,4337685,-32000000,-0.3967,-0.3498,-0.3616,-0.2769,-0.158
Mauritania,2019,Mauritania-2019,0,13699999.81,56000000,4467708,-42300000.19,-0.3967,-0.3495,-0.3604,-0.2758,-0.1592
Mauritania,2020,Mauritania-2020,0,6400000.1,35000000,4600131,-28599999.9,-0.3967,-0.3498,-0.3618,-0.2747,-0.1576
Mauritius,2015,Mauritius-2015,1174000,1680000000,616000000,1262879,1064000000,-0.3486,-0.2672,-0.3251,-0.3026,-0.0303
Mauritius,2016,Mauritius-2016,1307000,1824000000,683000000,1263747,1141000000,-0.3432,-0.2601,-0.3209,-0.3026,-0.0213
Mauritius,2017,Mauritius-2017,1371000,2005000000,738000000,1264887,1267000000,-0.3406,-0.2511,-0.3174,-0.3026,-0.0067
Mauritius,2018,Mauritius-2018,1431000,2161000000,663000000,1265577,1498000000,-0.3381,-0.2434,-0.3221,-0.3026,0.0202
Mauritius,2019,Mauritius-2019,1418000,2024000000,656000000,1265985,1368000000,-0.3386,-0.2502,-0.3226,-0.3026,0.0051
Mauritius,2020,Mauritius-2020,316000,518000000,224000000,1266014,294000000,-0.3838,-0.3246,-0.3498,-0.3026,-0.12
Mexico,2015,Mexico-2015,87129000,18729000000,12668000000,121072306,6061000000,3.1722,0.5747,0.4356,0.6995,0.5517
Mexico,2016,Mexico-2016,94853000,20619000000,12823000000,122251351,7796000000,3.4885,0.668,0.4454,0.7093,0.7538
Mexico,2017,Mexico-2017,99349000,22467000000,13647000000,123400057,8820000000,3.6727,0.7593,0.4974,0.7189,0.8731
Mexico,2018,Mexico-2018,96497000,23802000000,14074000000,124573711,9728000000,3.5559,0.8252,0.5244,0.7288,0.9789
Mexico,2019,Mexico-2019,97406000,25847000000,12300000000,125762982,13547000000,3.5931,0.9262,0.4124,0.7387,1.4237
Mexico,2020,Mexico-2020,51128000,11449000000,4286000000,126799054,7163000000,1.6975,0.2152,-0.0934,0.7474,0.6801
Moldova,2015,Moldova-2015,94400,300000000,370000000,2835978,-70000000,-0.3929,-0.3353,-0.3406,-0.2894,-0.1624
Moldova,2016,Moldova-2016,121000,344000000,334000000,2803186,10000000,-0.3918,-0.3331,-0.3429,-0.2897,-0.1531
Moldova,2017,Moldova-2017,145000,442000000,380000000,2755189,62000000,-0.3908,-0.3283,-0.34,-0.2901,-0.147
Moldova,2018,Moldova-2018,160000,500000000,438000000,2707203,62000000,-0.3902,-0.3254,-0.3363,-0.2905,-0.147
Moldova,2019,Moldova-2019,174000,527000000,479000000,2664224,48000000,-0.3896,-0.3241,-0.3337,-0.2909,-0.1487
Moldova,2020,Moldova-2020,29000,354000000,303000000,2635130,51000000,-0.3955,-0.3327,-0.3449,-0.2911,-0.1483
Mongolia,2015,Mongolia-2015,467000,279000000,473000000,3026864,-194000000,-0.3776,-0.3364,-0.3341,-0.2878,-0.1768
Mongolia,2016,Mongolia-2016,471000,379000000,536000000,3088856,-157000000,-0.3774,-0.3314,-0.3302,-0.2873,-0.1725
Mongolia,2017,Mongolia-2017,543000,462000000,618000000,3148917,-156000000,-0.3745,-0.3273,-0.325,-0.2868,-0.1724
Mongolia,2018,Mongolia-2018,598000,526000000,822000000,3208189,-296000000,-0.3722,-0.3242,-0.3121,-0.2863,-0.1887
Mongolia,2019,Mongolia-2019,637000,605000000,1036000000,3267673,-431000000,-0.3706,-0.3203,-0.2986,-0.2858,-0.2044
Mongolia,2020,Mongolia-2020,66900,49000000,573000000,3327204,-524000000,-0.394,-0.3477,-0.3278,-0.2853,-0.2153
Montenegro,2015,Montenegro-2015,1560000,947000000,69000000,622159,878000000,-0.3328,-0.3034,-0.3596,-0.308,-0.052
Montenegro,2016,Montenegro-2016,1662000,978000000,91000000,622303,887000000,-0.3287,-0.3018,-0.3582,-0.308,-0.0509
Montenegro,2017,Montenegro-2017,1877000,1110000000,91000000,622373,1019000000,-0.3198,-0.2953,-0.3582,-0.3079,-0.0356
Montenegro,2018,Montenegro-2018,2077000,1224000000,73000000,622227,1151000000,-0.3117,-0.2897,-0.3594,-0.308,-0.0202
Montenegro,2019,Montenegro-2019,2510000,1276000000,72000000,622028,1204000000,-0.2939,-0.2871,-0.3594,-0.308,-0.014
Montenegro,2020,Montenegro-2020,351000,180000000,38000000,621306,142000000,-0.3824,-0.3412,-0.3616,-0.308,-0.1377
Morocco,2015,Morocco-2015,10542000,7765000000,2155000000,34607588,5610000000,0.0351,0.0333,-0.228,-0.0237,0.4992
Morocco,2016,Morocco-2016,10677000,7922000000,2312000000,35023457,5610000000,0.0406,0.0411,-0.218,-0.0202,0.4992
Morocco,2017,Morocco-2017,11540000,9086000000,2829000000,35446392,6257000000,0.076,0.0985,-0.1854,-0.0167,0.5746
Morocco,2018,Morocco-2018,12489000,9520000000,2987000000,35839760,6533000000,0.1148,0.12,-0.1754,-0.0134,0.6067
Morocco,2019,Morocco-2019,13109000,9949000000,3102000000,36210898,6847000000,0.1402,0.1411,-0.1682,-0.0103,0.6433
Morocco,2020,Morocco-2020,2802000,4514000000,1509000000,36584208,3005000000,-0.282,-0.1272,-0.2687,-0.0072,0.1958
Mozambique,2015,Mozambique-2015,1634000,202000000,322000000,26547572,-120000000,-0.3298,-0.3402,-0.3437,-0.0911,-0.1682
Mozambique,2016,Mozambique-2016,1715000,114000000,290000000,27337105,-176000000,-0.3265,-0.3445,-0.3457,-0.0845,-0.1747
Mozambique,2017,Mozambique-2017,1514000,164000000,237000000,28166393,-73000000,-0.3347,-0.342,-0.349,-0.0776,-0.1627
Mozambique,2018,Mozambique-2018,2870000,331000000,135000000,29018644,196000000,-0.2792,-0.3338,-0.3555,-0.0704,-0.1314
Mozambique,2019,Mozambique-2019,2033000,324000000,99000000,29884380,225000000,-0.3135,-0.3341,-0.3577,-0.0632,-0.128
Mozambique,2020,Mozambique-2020,1953200,113000000,95000000,30783688,18000000,-0.3167,-0.3446,-0.358,-0.0557,-0.1521
Myanmar,2015,Myanmar-2015,4681000,2199000000,146000000,51089056,2053000000,-0.205,-0.2415,-0.3548,0.1141,0.0849
Myanmar,2016,Myanmar-2016,2907000,2289000000,201000000,51495696,2088000000,-0.2777,-0.2371,-0.3513,0.1175,0.089
Myanmar,2017,Myanmar-2017,3443000,1988000000,136000000,51894938,1852000000,-0.2557,-0.252,-0.3554,0.1209,0.0615
Myanmar,2018,Myanmar-2018,3551000,1670000000,118000000,52272247,1552000000,-0.2513,-0.2677,-0.3565,0.124,0.0265
Myanmar,2019,Myanmar-2019,4364000,2501000000,214000000,52640713,2287000000,-0.218,-0.2266,-0.3505,0.1271,0.1121
Namibia,2015,Namibia-2015,1488000,540000000,71000000,2374300,469000000,-0.3358,-0.3235,-0.3595,-0.2933,-0.0996
Namibia,2016,Namibia-2016,1551000,295000000,82000000,2439213,213000000,-0.3332,-0.3356,-0.3588,-0.2928,-0.1294
Namibia,2017,Namibia-2017,1581000,449000000,92000000,2506853,357000000,-0.332,-0.328,-0.3582,-0.2922,-0.1127
Namibia,2018,Namibia-2018,1639000,488000000,69000000,2577327,419000000,-0.3296,-0.326,-0.3596,-0.2916,-0.1054
Namibia,2019,Namibia-2019,1651000,451000000,118000000,2650494,333000000,-0.3291,-0.3279,-0.3565,-0.291,-0.1155
Namibia,2020,Namibia-2020,187100.01,155000000,77000000,2728762,78000000,-0.3891,-0.3425,-0.3591,-0.2903,-0.1452
Nauru,2015,Nauru-2015,0,1700000,6400000,10954,-4700000,-0.3967,-0.35,-0.3636,-0.3131,-0.1548
Nauru,2016,Nauru-2016,0,3400000,10000000,11150,-6600000,-0.3967,-0.35,-0.3634,-0.3131,-0.155
Nauru,2017,Nauru-2017,0,3900000,9000000,11324,-5100000,-0.3967,-0.3499,-0.3634,-0.3131,-0.1548
Nauru,2018,Nauru-2018,0,1600000,7100000,11477,-5500000,-0.3967,-0.3501,-0.3635,-0.3131,-0.1549
Nepal,2015,Nepal-2015,539000,509000000,669000000,27823629,-160000000,-0.3747,-0.325,-0.3218,-0.0804,-0.1729
Nepal,2016,Nepal-2016,753000,498000000,634000000,27955462,-136000000,-0.3659,-0.3255,-0.324,-0.0793,-0.1701
Nepal,2017,Nepal-2017,940000,712000000,886000000,28011258,-174000000,-0.3582,-0.315,-0.3081,-0.0789,-0.1745
Nepal,2018,Nepal-2018,1173000,740000000,915000000,28079689,-175000000,-0.3487,-0.3136,-0.3062,-0.0783,-0.1746
Nepal,2019,Nepal-2019,1197000,801000000,713000000,28414064,88000000,-0.3477,-0.3106,-0.319,-0.0755,-0.144
Nepal,2020,Nepal-2020,230000,238000000,267000000,28966574,-29000000,-0.3873,-0.3384,-0.3471,-0.0709,-0.1576
Netherlands,2015,Netherlands-2015,15007000,17558000000,20234000000,16939923,-2676000000,0.218,0.5169,0.9132,-0.1715,-0.4659
Netherlands,2016,Netherlands-2016,15828000,19421800781.25,20188800781.25,17030314,-767000000,0.2516,0.6089,0.9104,-0.1707,-0.2436
Netherlands,2017,Netherlands-2017,17924000,21844699218.75,22301099609.38,17131296,-456400390.63,0.3375,0.7286,1.0437,-0.1699,-0.2074
Netherlands,2018,Netherlands-2018,18780000,23919099609.38,23359300781.25,17231624,559798828.13,0.3725,0.831,1.1105,-0.169,-0.089
Netherlands,2019,Netherlands-2019,20129000,23723900390.63,22547400390.63,17344874,1176500000,0.4278,0.8213,1.0592,-0.1681,-0.0172
Netherlands,2020,Netherlands-2020,7265000,10926200195.31,7435700195.31,17441500,3490500000,-0.0991,0.1894,0.1054,-0.1673,0.2523
New Zealand,2015,New Zealand-2015,3129000,9464000000,3721000000,4609400,5743000000,-0.2686,0.1172,-0.1291,-0.2746,0.5147
New Zealand,2016,New Zealand-2016,3494000,9773000000,4010000000,4714100,5763000000,-0.2536,0.1325,-0.1109,-0.2737,0.517
New Zealand,2017,New Zealand-2017,3723000,10594000000,4463000000,4813600,6131000000,-0.2442,0.173,-0.0823,-0.2729,0.5599
New Zealand,2018,New Zealand-2018,3858000,10961000000,4603000000,4900600,6358000000,-0.2387,0.1911,-0.0734,-0.2722,0.5863
Nicaragua,2015,Nicaragua-2015,1456000,0,273000000,6149417,-273000000,-0.3371,-0.3501,-0.3468,-0.2617,-0.186
Nicaragua,2016,Nicaragua-2016,1596000,0,310000000,6232666,-310000000,-0.3314,-0.3501,-0.3444,-0.261,-0.1904
Nicaragua,2017,Nicaragua-2017,1958000,0,365000000,6316231,-365000000,-0.3165,-0.3501,-0.3409,-0.2603,-0.1968
Nicaragua,2018,Nicaragua-2018,1412000,0,349000000,6400080,-349000000,-0.3389,-0.3501,-0.342,-0.2596,-0.1949
Nicaragua,2019,Nicaragua-2019,1455000,0,312000000,6483657,-312000000,-0.3371,-0.3501,-0.3443,-0.2589,-0.1906
Nicaragua,2020,Nicaragua-2020,474000,0,102000000,6565267,-102000000,-0.3773,-0.3501,-0.3575,-0.2582,-0.1661
Niger,2015,Niger-2015,135000,80000000,140000000,19939498,-60000000,-0.3912,-0.3462,-0.3551,-0.1464,-0.1612
Niger,2016,Niger-2016,152000,84000000,110000000,20685753,-26000000,-0.3905,-0.346,-0.357,-0.1401,-0.1573
Niger,2017,Niger-2017,164000,91000000,120000000,21435446,-29000000,-0.39,-0.3456,-0.3564,-0.1339,-0.1576
Niger,2018,Niger-2018,157000,114000000,141000000,22188069,-27000000,-0.3903,-0.3445,-0.3551,-0.1276,-0.1574
Niger,2019,Niger-2019,192000,130000000,144500000,22947757,-14500000,-0.3889,-0.3437,-0.3549,-0.1212,-0.1559
Nigeria,2015,Nigeria-2015,6017000,461000000,9017000000,190671878,-8556000000,-0.1503,-0.3274,0.2052,1.2816,-1.1508
Nigeria,2016,Nigeria-2016,5265000,1088000000,4524000000,195443700,-3436000000,-0.1811,-0.2964,-0.0784,1.3215,-0.5545
Nigeria,2017,Nigeria-2017,5641000,2615000000,8194000000,200254579,-5579000000,-0.1657,-0.221,0.1532,1.3617,-0.8041
Nigeria,2018,Nigeria-2018,5641000,1977000000,13218000000,204938755,-11241000000,-0.1657,-0.2525,0.4704,1.4009,-1.4636
Nigeria,2019,Nigeria-2019,5641000,1471000000,16406000000,209485641,-14935000000,-0.1657,-0.2775,0.6716,1.4389,-1.8938
Nigeria,2020,Nigeria-2020,5641000,321000000,6613000000,213996181,-6292000000,-0.1657,-0.3343,0.0534,1.4767,-0.8871
North Macedonia,2015,North Macedonia-2015,486000,268000000,189000000,1912430,79000000,-0.3768,-0.3369,-0.3521,-0.2972,-0.145
North Macedonia,2016,North Macedonia-2016,510000,283000000,204000000,1906313,79000000,-0.3758,-0.3362,-0.3511,-0.2972,-0.145
North Macedonia,2017,North Macedonia-2017,631000,331000000,233000000,1898657,98000000,-0.3709,-0.3338,-0.3493,-0.2973,-0.1428
North Macedonia,2018,North Macedonia-2018,707000,387000000,282000000,1889051,105000000,-0.3678,-0.331,-0.3462,-0.2974,-0.142
North Macedonia,2019,North Macedonia-2019,758000,401000000,302000000,1876262,99000000,-0.3657,-0.3303,-0.3449,-0.2975,-0.1427
North Macedonia,2020,North Macedonia-2020,118000,253000000,153000000,1856124,100000000,-0.3919,-0.3376,-0.3543,-0.2976,-0.1426
Norway,2015,Norway-2015,5361000,6370000000,16485000000,5188607,-10115000000,-0.1771,-0.0356,0.6766,-0.2698,-1.3324
Norway,2016,Norway-2016,5960000,6285000000,16384000000,5234519,-10099000000,-0.1526,-0.0398,0.6702,-0.2694,-1.3306
Norway,2017,Norway-2017,6252000,6565000000,17489000000,5276968,-10924000000,-0.1406,-0.026,0.7399,-0.269,-1.4267
Norway,2018,Norway-2018,5688000,7280000000,18307000000,5311916,-11027000000,-0.1637,0.0094,0.7916,-0.2687,-1.4386
Norway,2019,Norway-2019,5879000,7040000000,17683000000,5347896,-10643000000,-0.1559,-0.0025,0.7522,-0.2684,-1.3939
