Country_Name,Year,Index,Arrivals,Receipts,Expenditures,Population,Balance,Arrivals_zscore,Receipts_zscore,Expenditures_zscore,Population_zscore,Balance_zscore
Thailand,2016,Thailand-2016,32530000,48459000000,11267000000,70859841,37192000000,0.9357,2.0428,0.3472,0.2795,4.1778
Thailand,2017,Thailand-2017,35592000,57057000000,12676000000,71160187,44381000000,1.0612,2.4673,0.4361,0.282,5.0152
Thailand,2018,Thailand-2018,38178000,61383000000,14406000000,71376079,46977000000,1.1671,2.6809,0.5453,0.2838,5.3176
Thailand,2019,Thailand-2019,39916000,64371000000,14969000000,71522271,49402000000,1.2383,2.8285,0.5809,0.285,5.6
Thailand,2020,Thailand-2020,35227800,15360000000,3681000000,71641484,11679000000,1.0462,0.4083,-0.1316,0.286,1.2061
Timor-Leste,2015,Timor-Leste-2015,61600,51000000,100000000,1205131,-49000000,-0.3942,-0.3476,-0.3577,-0.3031,-0.16
Timor-Leste,2016,Timor-Leste-2016,65600,58000000,118000000,1228312,-60000000,-0.394,-0.3473,-0.3565,-0.3029,-0.1612
Timor-Leste,2017,Timor-Leste-2017,73900,73000000,137000000,1251703,-64000000,-0.3937,-0.3465,-0.3553,-0.3027,-0.1617
Timor-Leste,2018,Timor-Leste-2018,74600,78000000,131000000,1275959,-53000000,-0.3937,-0.3463,-0.3557,-0.3025,-0.1604
Timor-Leste,2019,Timor-Leste-2019,74800,65000000,110000000,1300945,-45000000,-0.3937,-0.3469,-0.357,-0.3023,-0.1595
Togo,2015,Togo-2015,273000,212000000,53000000,7663195,159000000,-0.3855,-0.3397,-0.3606,-0.2491,-0.1357
Togo,2016,Togo-2016,338000,223000000,55000000,7858289,168000000,-0.3829,-0.3391,-0.3605,-0.2474,-0.1347
Togo,2017,Togo-2017,514000,245000000,57000000,8057140,188000000,-0.3757,-0.338,-0.3604,-0.2458,-0.1323
Togo,2018,Togo-2018,573000,269000000,65000000,8258778,204000000,-0.3733,-0.3368,-0.3599,-0.2441,-0.1305
Togo,2019,Togo-2019,876000,264000000,61000000,8463068,203000000,-0.3608,-0.3371,-0.3601,-0.2424,-0.1306
Tonga,2015,Tonga-2015,72600,46400001.53,32400001.53,106095,14000000,-0.3938,-0.3478,-0.3619,-0.3123,-0.1526
Tonga,2016,Tonga-2016,86700,52700000.76,23799999.24,105524,28900001.52,-0.3932,-0.3475,-0.3625,-0.3123,-0.1509
Tonga,2017,Tonga-2017,86600,48500000,37700000.76,105356,10799999.24,-0.3932,-0.3477,-0.3616,-0.3123,-0.153
Tonga,2018,Tonga-2018,77300,48099998.47,41200000.76,105567,6899997.71,-0.3936,-0.3478,-0.3614,-0.3123,-0.1534
Tonga,2019,Tonga-2019,94000,57099998.47,44000000,105669,13099998.47,-0.3929,-0.3473,-0.3612,-0.3123,-0.1527
Tonga,2020,Tonga-2020,83440,47700000.76,38000000,105704,9700000.76,-0.3933,-0.3478,-0.3616,-0.3123,-0.1531
Trinidad And Tobago,2015,Trinidad And Tobago-2015,519000,809000000,253000000,1349667,556000000,-0.3755,-0.3102,-0.348,-0.3019,-0.0895
Trinidad And Tobago,2016,Trinidad And Tobago-2016,492000,708000000,230000000,1353895,478000000,-0.3766,-0.3152,-0.3495,-0.3018,-0.0986
Trinidad And Tobago,2017,Trinidad And Tobago-2017,465000,717000000,147000000,1356633,570000000,-0.3777,-0.3147,-0.3547,-0.3018,-0.0878
Trinidad And Tobago,2018,Trinidad And Tobago-2018,501000,541000000,149000000,1359193,392000000,-0.3762,-0.3234,-0.3546,-0.3018,-0.1086
Trinidad And Tobago,2019,Trinidad And Tobago-2019,480000,481000000,133000000,1363985,348000000,-0.3771,-0.3264,-0.3556,-0.3017,-0.1137
Trinidad And Tobago,2020,Trinidad And Tobago-2020,141000,151000000,42000000,1366725,109000000,-0.391,-0.3427,-0.3613,-0.3017,-0.1415
Tunisia,2015,Tunisia-2015,5359000,1869000000,767000000,11402264,1102000000,-0.1772,-0.2578,-0.3156,-0.2178,-0.0259
Tunisia,2016,Tunisia-2016,5724000,1706000000,823000000,11528674,883000000,-0.1623,-0.2659,-0.312,-0.2167,-0.0514
Tunisia,2017,Tunisia-2017,7052000,1782000000,871000000,11650498,911000000,-0.1079,-0.2621,-0.309,-0.2157,-0.0481
Tunisia,2018,Tunisia-2018,8299000,2320000000,954000000,11765514,1366000000,-0.0568,-0.2356,-0.3038,-0.2148,0.0049
Tunisia,2019,Tunisia-2019,9429000,2683000000,889000000,11875081,1794000000,-0.0105,-0.2176,-0.3079,-0.2138,0.0547
Tunisia,2020,Tunisia-2020,2012000,1007000000,407000000,11974057,600000000,-0.3143,-0.3004,-0.3383,-0.213,-0.0844
Turkiye,2015,Turkiye-2015,41114000,35648000000,5635000000,78218479,30013000000,1.2873,1.4102,-0.0083,0.341,3.3416
Turkiye,2016,Turkiye-2016,30907000,26505000000,5698000000,79277962,20807000000,0.8693,0.9587,-0.0043,0.3499,2.2693
Turkiye,2017,Turkiye-2017,37970000,31993000000,5865000000,80312698,26128000000,1.1586,1.2297,0.0062,0.3586,2.8891
Turkiye,2018,Turkiye-2018,46113000,36791000000,6068000000,81407204,30723000000,1.4921,1.4666,0.019,0.3677,3.4243
Turkiye,2019,Turkiye-2019,51747000,41415000000,5354000000,82579440,36061000000,1.7229,1.6949,-0.026,0.3775,4.0461
Turkiye,2020,Turkiye-2020,15971000,13771000000,1639000000,83384680,12132000000,0.2575,0.3299,-0.2605,0.3843,1.2589
Tuvalu,2015,Tuvalu-2015,2400,0,9399999.62,10963,-9399999.62,-0.3966,-0.3501,-0.3634,-0.3131,-0.1553
Tuvalu,2016,Tuvalu-2016,2500,0,11399999.62,10930,-11399999.62,-0.3966,-0.3501,-0.3633,-0.3131,-0.1556
Tuvalu,2017,Tuvalu-2017,2500,0,10100000.38,10869,-10100000.38,-0.3966,-0.3501,-0.3633,-0.3131,-0.1554
Tuvalu,2018,Tuvalu-2018,3200,0,10800000.19,10751,-10800000.19,-0.3966,-0.3501,-0.3633,-0.3131,-0.1555
Tuvalu,2019,Tuvalu-2019,3600,0,9800000.19,10581,-9800000.19,-0.3966,-0.3501,-0.3634,-0.3131,-0.1554
Uganda,2015,Uganda-2015,1303000,1049000000,278000000,37531446,771000000,-0.3434,-0.2983,-0.3464,0.0007,-0.0644
Uganda,2016,Uganda-2016,1323000,1118000000,309000000,38799152,809000000,-0.3425,-0.2949,-0.3445,0.0114,-0.06
Uganda,2017,Uganda-2017,1402000,954000000,365000000,40177388,589000000,-0.3393,-0.303,-0.3409,0.0229,-0.0856
Uganda,2018,Uganda-2018,1506000,1522000000,497000000,41565831,1025000000,-0.335,-0.275,-0.3326,0.0345,-0.0349
Uganda,2019,Uganda-2019,1543000,1400000000,596000000,42999637,804000000,-0.3335,-0.281,-0.3264,0.0465,-0.0606
Uganda,2020,Uganda-2020,473000,518000000,268000000,44457152,250000000,-0.3774,-0.3246,-0.3471,0.0587,-0.1251
Ukraine,2015,Ukraine-2015,13025000,1662000000,5408000000,45784896,-3746000000,0.1368,-0.2681,-0.0226,0.0698,-0.5906
Ukraine,2016,Ukraine-2016,13734000,1723000000,6306000000,45616832,-4583000000,0.1658,-0.2651,0.0341,0.0684,-0.6881
Ukraine,2017,Ukraine-2017,14579000,2019000000,7536000000,45436041,-5517000000,0.2004,-0.2504,0.1117,0.0669,-0.7969
Ukraine,2018,Ukraine-2018,14342000,2269000000,8287000000,45208907,-6018000000,0.1907,-0.2381,0.1591,0.065,-0.8552
Ukraine,2019,Ukraine-2019,13710000,2595000000,8907000000,44957458,-6312000000,0.1648,-0.222,0.1982,0.0629,-0.8895
Ukraine,2020,Ukraine-2020,3382000,687000000,4823000000,44680014,-4136000000,-0.2582,-0.3162,-0.0595,0.0605,-0.636
United Arab Emirates,2015,United Arab Emirates-2015,19313000,25587099609.38,16637099609.38,8505237,8950000000,0.3943,0.9134,0.6862,-0.242,0.8882
United Arab Emirates,2016,United Arab Emirates-2016,20894000,28657400390.63,17127259765.63,8935095,11530140625,0.4591,1.065,0.7171,-0.2384,1.1888
United Arab Emirates,2017,United Arab Emirates-2017,21805000,29705500000,17644699218.75,9223225,12060800781.25,0.4964,1.1167,0.7498,-0.236,1.2506
United Arab Emirates,2018,United Arab Emirates-2018,23092000,34609500000,18004099609.38,9346701,16605400390.62,0.5491,1.3589,0.7725,-0.235,1.7799
United Arab Emirates,2019,United Arab Emirates-2019,25282000,38413300781.25,18382000000,9445785,20031300781.25,0.6388,1.5467,0.7963,-0.2342,2.179
United Arab Emirates,2020,United Arab Emirates-2020,8084000,24615400390.63,15085000000,9401038,9530400390.63,-0.0656,0.8654,0.5882,-0.2345,0.9558
United States,2015,United States-2015,176864531.25,230574000000,144669000000,320738994,85905000000,6.8478,11.0355,8.7677,2.3694,9.8518
United States,2016,United States-2016,175261484.38,228549000000,147640000000,323071755,80909000000,6.7821,10.9356,8.9553,2.3889,9.2699
United States,2017,United States-2017,174291750,233758000000,158287000000,325122128,75471000000,6.7424,11.1928,9.6273,2.4061,8.6365
United States,2018,United States-2018,169324921.88,241984000000,176818000000,326838199,65166000000,6.539,11.599,10.797,2.4204,7.4362
United States,2019,United States-2019,165478000,239447000000,186079000000,328329953,53368000000,6.3814,11.4737,11.3816,2.4329,6.062
United States,2020,United States-2020,45037000,84205000000,48837000000,331526933,35368000000,1.448,3.8079,2.7187,2.4597,3.9654
Uruguay,2015,Uruguay-2015,3286000,2349000000,1384000000,3368017,965000000,-0.2621,-0.2341,-0.2766,-0.285,-0.0418
Uruguay,2016,Uruguay-2016,3632000,2396000000,1079000000,3379283,1317000000,-0.248,-0.2318,-0.2959,-0.2849,-0.0008
Uruguay,2017,Uruguay-2017,4219000,2924000000,1222000000,3388438,1702000000,-0.2239,-0.2057,-0.2868,-0.2848,0.044
Uruguay,2018,Uruguay-2018,3954000,2708000000,1252000000,3394534,1456000000,-0.2348,-0.2164,-0.285,-0.2848,0.0153
Uruguay,2019,Uruguay-2019,3480000,2335000000,1424000000,3397206,911000000,-0.2542,-0.2348,-0.2741,-0.2847,-0.0481
Uruguay,2020,Uruguay-2020,3714200,1085000000,412000000,3398968,673000000,-0.2446,-0.2966,-0.338,-0.2847,-0.0759
Uzbekistan,2015,Uzbekistan-2015,1918000,688000000,1902000000,30749346,-1214000000,-0.3182,-0.3162,-0.2439,-0.056,-0.2956
Uzbekistan,2016,Uzbekistan-2016,2027000,579000000,1832000000,31284568,-1253000000,-0.3137,-0.3215,-0.2483,-0.0515,-0.3002
Uzbekistan,2017,Uzbekistan-2017,2690000,835000000,2107000000,31819178,-1272000000,-0.2865,-0.3089,-0.231,-0.047,-0.3024
Uzbekistan,2018,Uzbekistan-2018,5346000,1314000000,2722000000,32373490,-1408000000,-0.1778,-0.2852,-0.1922,-0.0424,-0.3182
Uzbekistan,2019,Uzbekistan-2019,6749000,1679000000,2753000000,32964701,-1074000000,-0.1203,-0.2672,-0.1902,-0.0374,-0.2793
Uzbekistan,2020,Uzbekistan-2020,3746000,395000000,1062000000,33586372,-667000000,-0.2433,-0.3306,-0.2969,-0.0322,-0.2319
Vanuatu,2015,Vanuatu-2015,287000,254000000,34000000,266101,220000000,-0.385,-0.3376,-0.3618,-0.3109,-0.1286
Vanuatu,2016,Vanuatu-2016,351600.01,275000000,28000000,272087,247000000,-0.3823,-0.3366,-0.3622,-0.3109,-0.1255
Vanuatu,2017,Vanuatu-2017,332700.01,289000000,19000000,278507,270000000,-0.3831,-0.3359,-0.3628,-0.3108,-0.1228
Vanuatu,2018,Vanuatu-2018,350200.01,325000000,21000000,285259,304000000,-0.3824,-0.3341,-0.3627,-0.3108,-0.1188
Vanuatu,2019,Vanuatu-2019,256000,295000000,32000000,291985,263000000,-0.3862,-0.3356,-0.362,-0.3107,-0.1236
Vanuatu,2020,Vanuatu-2020,82400,67000000,22000000,298858,45000000,-0.3934,-0.3468,-0.3626,-0.3107,-0.149
Vietnam,2015,Viet Nam-2015,7944000,7350000000,3595000000,92823254,3755000000,-0.0713,0.0128,-0.1371,0.4632,0.2831
Vietnam,2016,Viet Nam-2016,10013000,8500000000,4500000000,94000117,4000000000,0.0134,0.0696,-0.0799,0.473,0.3117
Vietnam,2017,Viet Nam-2017,12922000,8890000000,5040000000,95176977,3850000000,0.1326,0.0889,-0.0459,0.4829,0.2942
Vietnam,2018,Viet Nam-2018,15498000,10080000000,5910000000,96237319,4170000000,0.2381,0.1476,0.0091,0.4918,0.3315
Vietnam,2019,Viet Nam-2019,18009000,11830000000,6460000000,97173776,5370000000,0.3409,0.234,0.0438,0.4996,0.4712
Vietnam,2020,Viet Nam-2020,3837000,3232000000,4360000000,98079191,-1128000000,-0.2396,-0.1905,-0.0888,0.5072,-0.2856
Zambia,2015,Zambia-2015,932000,0,400000000,16399089,-400000000,-0.3586,-0.3501,-0.3387,-0.176,-0.2008
Zambia,2016,Zambia-2016,956000,0,423000000,16914423,-423000000,-0.3576,-0.3501,-0.3373,-0.1717,-0.2035
Zambia,2017,Zambia-2017,1009000,0,410000000,17441320,-410000000,-0.3554,-0.3501,-0.3381,-0.1673,-0.202
Zambia,2018,Zambia-2018,1072000,0,478000000,17973569,-478000000,-0.3528,-0.3501,-0.3338,-0.1628,-0.2099
Zambia,2019,Zambia-2019,1266000,0,511000000,18513839,-511000000,-0.3449,-0.3501,-0.3317,-0.1583,-0.2138
Zambia,2020,Zambia-2020,502000,0,474000000,19059395,-474000000,-0.3762,-0.3501,-0.3341,-0.1537,-0.2095
Zimbabwe,2015,Zimbabwe-2015,2057000,191000000,557000000,14399013,-366000000,-0.3125,-0.3407,-0.3288,-0.1927,-0.1969
Zimbabwe,2016,Zimbabwe-2016,2168000,194000000,406000000,14600294,-212000000,-0.3079,-0.3406,-0.3384,-0.191,-0.1789
Zimbabwe,2017,Zimbabwe-2017,2423000,158000000,337000000,14812482,-179000000,-0.2975,-0.3423,-0.3427,-0.1893,-0.1751
Zimbabwe,2018,Zimbabwe-2018,2580000,191000000,269000000,15034452,-78000000,-0.291,-0.3407,-0.347,-0.1874,-0.1633
Zimbabwe,2019,Zimbabwe-2019,2294000,285000000,257000000,15271368,28000000,-0.3028,-0.3361,-0.3478,-0.1854,-0.151
Zimbabwe,2020,Zimbabwe-2020,639000,66000000,157000000,15526888,-91000000,-0.3706,-0.3469,-0.3541,-0.1833,-0.1648
